seed_lot,crop,genotype_class,seed_age_class,latent_vigor,latent_tolerance,stress,intervention,replicate,baseline_germ_pct,baseline_root_cm,baseline_shoot_cm,baseline_el_pct,baseline_mda,baseline_proline,baseline_catalase,germination_pct,t50_days,root_length_cm,shoot_length_cm,seedling_length_cm,vigour_index,electrolyte_leakage_pct,mda,proline,catalase,recovery_pct
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Control,ResiliencePrimer,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,81.54950119175058,4.038490085962022,4.209784516037608,5.605425854950112,9.815210370987721,800.4255098461458,21.845349394948464,3.4375401368089493,19.30837274874273,0.02931341988784865,99.19082700114812
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Control,ResiliencePrimer,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,78.21547683948606,4.032926845464568,3.9466313134714883,4.303997343404965,8.250628656876453,645.3268546231202,23.613988784687827,2.5,19.412979565948877,0.026718526634750037,93.93382022079088
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Control,ResiliencePrimer,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,82.86991636824841,3.670726999796314,4.052015832513903,4.126282974374904,8.178298806888808,677.7349381614213,21.161397558079578,2.6795743589642966,18.003574763571258,0.03003510205693697,93.68059024640156
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Control,ResiliencePrimer,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,85.50740009914331,3.803854575222341,4.251389483641796,3.842063631756414,8.093453115398209,692.0501337220126,19.149321237524983,3.391834343895309,14.976636779527233,0.029714485494195544,98.57068912583617
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Control,ResiliencePrimer,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,82.3119278612553,3.750346197065826,3.60941408336097,4.349256037001411,7.958670120362381,655.0934808187964,19.162007085817,3.8026937513635017,18.569144127708203,0.02742219046845925,99.90264057434463
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,None,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,73.65773775197565,5.30092066046429,3.6932123567976682,3.223393221514306,6.916605578311975,509.46151982115526,35.29511528260013,5.884948960589057,28.08471453007016,0.02482243272123375,47.741593097769915
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,None,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,68.20353386928956,5.549734276726576,2.1974059465805915,3.3718879189002235,5.569293865480815,379.84552278234736,31.523073785872924,6.937985306886745,22.462832111749574,0.02239307564098111,48.20518009645737
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,None,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,71.95553048210935,5.484114698381069,2.8292977626919633,4.028153336946998,6.857451099638961,493.4315316296456,31.92248558224827,6.41134678353598,27.350435332351882,0.02207273086005749,52.40145641046148
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,None,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,67.38906326728966,6.0378869896812,3.3715805864427035,3.8778434136568243,7.249424000099528,488.53189259411516,31.538025310579922,7.163265238712828,20.896992847063967,0.02296959442430391,52.07198414549948
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,None,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,69.05482692878164,5.459830823827934,3.1139046836675592,3.616767536193328,6.730672219860887,464.7854052568521,32.51070142340388,6.58572116377697,27.824302703526616,0.02188734542385377,54.32780411652879
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Hydropriming,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,71.28433648633452,5.574464446925398,3.4698771288679375,3.850823691462879,7.320700820330817,521.8513005922472,29.27070317270605,5.887278313738183,24.340011161340904,0.02806514116498969,60.78616056837013
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Hydropriming,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,72.57962855661307,5.214963960926732,3.761921059355613,4.207269118616543,7.969190177972156,578.4008630142283,31.180989712902242,5.501464451744611,25.919088176107913,0.02824021746270876,56.95619419883217
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Hydropriming,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,72.00398024773529,4.97835634595434,3.1908154476236743,4.443341659175882,7.634157106799556,549.6896975261031,28.336777336778198,6.1622343852866965,27.321577200531394,0.02974874320554844,60.16904546864118
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Hydropriming,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,70.48547075202572,5.1137180958010715,3.1631536567353487,3.8383668439283625,7.001520500663711,493.50546846924044,31.620739856086423,5.574908670535704,22.47009752826505,0.027857731888138143,55.25977279952551
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Hydropriming,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,69.10677630213307,5.392504472202523,3.1894155483071387,3.8887316399178182,7.078147188224957,489.1479343702343,29.397645492903102,5.429117254683421,25.642738930715495,0.025604334888449484,46.731712280240956
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Melatonin,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,73.13255537396178,5.050375929420482,4.0848937539404675,4.1586436744675,8.243537428407969,602.8709574603722,25.393558778684675,4.1682993263826384,23.85282450054293,0.027196851636726815,62.88589873959031
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Melatonin,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,70.28720910108595,5.162757644347778,3.750290357992535,4.361167461407668,8.111457819400202,570.1317318668207,26.02465067368712,4.930002336739653,22.704702492862587,0.028222353878187924,58.534084638117925
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Melatonin,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,72.59947670633885,5.233517888089503,3.297965653658711,3.908698839784577,7.206664493443288,523.2000710221353,27.59879850223127,5.051109412207996,30.367911281054766,0.02623947378879099,62.18202732189803
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Melatonin,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,72.81364147431265,4.891592087853864,4.33495010463431,3.658856301900349,7.9938064065346595,582.0581537004782,24.522994122372673,3.6636844645302395,22.331098843477815,0.026255903591459694,62.11410700283477
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,Melatonin,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,73.20967639940966,4.943435412105062,4.225178871733685,4.1864729389627096,8.411651810696394,615.8143070455914,24.07446108351617,4.84080116764758,19.94766428745817,0.0314370864462758,68.0121571231644
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ProteinHydrolysate,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,70.97536101162274,4.717255449894613,3.46870007894377,4.216627163527174,7.685327242470944,545.4688755268343,25.36685012845522,4.8056096345056645,25.321198165170614,0.03242574721023084,62.99792110243277
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ProteinHydrolysate,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,69.47924906842802,5.296835991119706,3.4589562050247333,3.881370959448705,7.340327164473438,510.000419304198,27.333334980019213,4.297161028305441,20.57791387166952,0.035881231796986345,59.9156328705712
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ProteinHydrolysate,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,70.27708380049312,5.435126362998697,4.051692216215069,3.879984660222993,7.931676876438062,557.4151205238712,26.36719038500104,5.730586535829376,30.446278911206,0.03282794985623118,63.822946798795655
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ProteinHydrolysate,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,73.76174001584738,5.189851964444951,3.9878100699185084,3.555805231761104,7.543615301679612,556.4301906620597,27.85354939316026,4.0118172007420805,21.630480845879063,0.029247413797669125,58.260001262475555
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ProteinHydrolysate,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,73.94215578137441,5.419178434044719,4.034613993015796,3.867510704061068,7.902124697076864,584.3001353551035,24.195760475563542,4.036727871922662,25.01361328718653,0.03409400905106794,63.41609837514168
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ResiliencePrimer,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,73.47853715591806,4.61344781907063,3.24951841060325,3.7565317427885483,7.006050153391799,514.7943165122248,23.415613757948122,5.089699889790546,22.02851544736395,0.032183415698785314,58.02909448556883
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ResiliencePrimer,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,70.57985946002007,4.841292592562502,3.5410157098337294,3.6001191212637442,7.141134831097474,504.02029276391386,21.712815564974605,5.544012155377364,25.09148424228577,0.029775871651764454,60.65826994794313
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ResiliencePrimer,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,72.28122141644886,5.1095341779361165,3.5011369759811966,4.094941828002584,7.596078803983781,549.0538539275457,22.71388068244209,4.400767637274883,24.160538494915652,0.026571480338278455,53.4202730420497
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ResiliencePrimer,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,75.97922720928725,4.934866288438888,4.154215035543274,3.835981006122643,7.990196041665917,607.0889204964823,23.976507635673183,6.045382209369846,28.344418320674315,0.03091948748478809,57.850839885525254
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Heat,ResiliencePrimer,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,68.545925740032,4.695329171699462,3.6496886083713527,3.6837865944042654,7.3334752027756185,502.6798466658237,22.53977307749409,4.173189243938511,30.04711849158828,0.03293860218164853,60.78385789349096
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,None,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,67.19536358815728,6.42894329373191,3.079861099191144,3.112658072320757,6.192519171511901,416.10857725637663,36.80020466742478,7.468033479388998,34.83921035497262,0.02552192810760556,39.42169821719056
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,None,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,65.81094710976132,6.237359160330996,3.7210780156790233,2.951473060573494,6.6725510762525175,439.12690596643534,35.01587574821505,7.71558782614179,33.63304461650684,0.02554518307501544,47.10299852270122
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,None,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,61.418127949904616,6.190628510036736,3.1474420805374215,3.3559718998844947,6.503413980421916,399.4275119607517,34.6304941088354,7.675247150080153,37.676400066700715,0.028274998989623837,40.65139607973558
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,None,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,63.743834004505274,6.3048058579373,3.315767684694604,2.8702217483828245,6.185989433077428,394.3186835757113,34.997903963479025,8.191563649702825,33.120448919595894,0.023663400413046036,36.08714323298348
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,None,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,63.61571560758566,6.3330980684288445,3.1436850671169965,3.0997483451879133,6.24343341230491,397.1804843720873,33.49955950849436,7.905058339444611,31.777177789936076,0.025969492398770756,45.92838440067704
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Hydropriming,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,68.02625217044628,6.129473329198855,2.785376828937373,3.6501198179040895,6.435496646841463,437.78271774009886,29.268166777233187,6.4700999984546765,35.50840484768879,0.03210657162570763,55.54751339007158
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Hydropriming,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,64.42705892349389,6.186998453092665,3.211080653683054,3.4444753939118806,6.655556047594935,428.79790164701495,33.35726479237594,6.980624061350231,32.54155756777976,0.031537449949648626,46.733891212286935
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Hydropriming,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,66.92315224622918,6.326539871043339,3.033429659780447,3.5781110215984286,6.611540681378876,442.4651436020563,34.282320582571664,6.681992273940862,37.380830232639,0.03169651165175051,40.28502297041976
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Hydropriming,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,63.416806112989924,5.9350163808427405,2.5259970557084896,3.385724519317112,5.911721575025602,374.90250091737806,35.49028949583705,6.975820181610263,33.119886879720575,0.03417147356016059,35.80161464978926
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Hydropriming,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,66.52605828555485,6.107526470807312,3.4505770459279774,3.0476026907955522,6.49817973672353,432.29828391528105,33.48337813866574,6.64182330216103,35.67553406446602,0.037054048113402405,52.45694249965396
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Melatonin,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,67.98688240996272,5.92984410171578,3.465717440478171,3.701376979787694,7.167094420265865,487.2684055717153,29.023116749659582,5.794781486788577,29.55799975336234,0.03380391620345075,57.123750219603195
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Melatonin,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,69.25880248582526,5.964851377697355,2.975316638004765,3.8621601242333075,6.837476762238072,473.55545257726664,30.408293702777254,6.760783323321724,30.17292330339854,0.03220319331698014,44.575646868410516
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Melatonin,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,71.10644172293485,5.631266696277235,3.527102481190854,3.584602946928473,7.111705428119327,505.68806757524635,28.09990777699414,7.0168135984981665,32.88195444663494,0.034911292312812765,60.33297511468156
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Melatonin,4,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,68.56885402355367,5.767957198459621,3.37643390996463,3.364136011568016,6.7405699215326464,462.1931549851287,32.61117809265426,6.5216642284403346,37.27385078062745,0.03367007137074061,48.063668494349244
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,Melatonin,5,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,67.05186364396276,5.280068615032599,3.317578220767977,3.929535803742894,7.247114024510871,485.93250138375316,32.08246682713262,5.845121653310049,31.213647690867,0.03266829397308264,44.75634022113239
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,ProteinHydrolysate,1,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,67.25361718706792,5.577942506015706,2.8872544717379762,3.6357589575707805,6.523013429308756,438.6962480808342,25.065908648343637,6.151738321589858,32.9646148244969,0.03637888498934075,65.91819156320297
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,ProteinHydrolysate,2,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,70.71900813934633,6.168174665935344,3.319243463635123,3.3775241041740625,6.696767567809186,473.5887601352083,29.200066263777725,6.182439192883699,33.585043153792924,0.03538264178124963,55.58395985030325
TOM_001,Tomato,Intermediate,Aged,0.11768853810069249,1.3430298564080254,Drought,ProteinHydrolysate,3,80.14753987582999,4.029517825830491,4.449606407753696,27.334869458305818,4.039157684219514,19.827680130757894,0.017273164614375076,66.46844054827633,5.537748388026886,3.2219538758951765,3.6996558957317642,6.92160977162694,460.06860760375383,28.041969938740248,6.224064613984227,32.892486762860365,0.03799445823687929,42.15483615515988
